place_name,id,latitude,longitude,Kwh req per block (S19),co2,S19 Kwh req per block,"Production fuel
mix factor
(kgCO_{2} e per kWh)",Power x Emissions factor
Elephant Moraine 90958,9367,-76.27835,156.42811,86509,19.10652062,,,
Elephant Moraine 90959,9368,-76.27537,156.44138,86509,26.59410306,,,
Elephant Moraine 90960,9369,-76.27323,156.43365,86509,18.77263746,,,
Elephant Moraine 90961,9370,-76.27207,156.43683,86509,19.72434289,,,
Elephant Moraine 90962,9371,-76.27247,156.43459,86509,22.92952802,,,
Elephant Moraine 90963,9372,-76.26762,156.44101,86509,19.65165348,,,
Elephant Moraine 90964,9373,-76.26923,156.43909,86509,17.90805644,,,
Elephant Moraine 90965,9374,-76.26804,156.43741,86509,30.51655161,,,
Elephant Moraine 90966,9375,-76.26962,156.44056,86509,22.61294026,,,
Elephant Moraine 90967,9376,-76.27678,156.43611,86509,15.11612988,,,
Elephant Moraine 90968,9377,-76.26852,156.44275,86509,26.90657726,,,
Elephant Moraine 90969,9378,-76.27885,156.43785,86509,25.27346361,,,
Elephant Moraine 90970,9379,-76.26822,156.43949,86509,18.81167091,,,
Elephant Moraine 90971,9380,-76.27072,156.43456,86509,17.08489222,,,
Elephant Moraine 90972,9381,-76.26747,156.44215,86509,19.1182602,,,
Elephant Moraine 90973,9382,-76.27599,156.43265,86509,30.42374638,,,
Elephant Moraine 90974,9383,-76.27534,156.44146,86509,28.56235922,,,
Elephant Moraine 90975,9384,-76.27045,156.43824,86509,19.65633595,,,
Elephant Moraine 90976,9385,-76.27015,156.43852,86509,23.00744405,,,
Elephant Moraine 90977,9386,-76.27696,156.43943,86509,14.98781218,,,
Elephant Moraine 90978,9387,-76.26868,156.44126,86509,23.06644626,,,
Elephant Moraine 90979,9388,-76.2776,156.43493,86509,16.13636827,,,
Elephant Moraine 90980,9389,-76.2713,156.43391,86509,26.49579899,,,
Elephant Moraine 90981,9390,-76.27104,156.4357,86509,18.27712588,,,
Elephant Moraine 90982,9391,-76.2686,156.43729,86509,14.34327738,,,
Elephant Moraine 90983,9392,-76.27417,156.43974,86509,13.85383513,,,
Elephant Moraine 90984,9393,-76.27404,156.43113,86509,15.83385182,,,
Elephant Moraine 90985,9394,-76.26785,156.44033,86509,20.74155411,,,
Elephant Moraine 90986,9395,-76.2675,156.44222,86509,21.38136623,,,
Elephant Moraine 90987,9396,-76.27103,156.43552,86509,17.79575258,,,
Elephant Moraine 90988,9397,-76.26811,156.43844,86509,12.04349273,,,
Elephant Moraine 90989,9398,-76.27334,156.44288,86509,12.16132732,,,
Elephant Moraine 90990,9399,-76.27802,156.47659,86509,10.59251901,,,
Elephant Moraine 90991,9400,-76.27151,156.45692,86509,21.64162068,,,
Elephant Moraine 90992,9401,-76.27739,156.42205,86509,20.91692266,,,
Elephant Moraine 90993,9402,-76.27163,156.44231,86509,10.77375509,,,
Elephant Moraine 92001,9403,-76.03785,156.13964,86509,25.74705703,,,
Elephant Moraine 92002,9404,-76.02353,155.79752,86509,17.42379325,,,
Elephant Moraine 92003,9405,-76.05436,156.25816,86509,16.66000837,,,
Elephant Moraine 92004,9406,-76.03165,156.01934,86509,28.05534495,,,
Elephant Moraine 92005,9407,-76.03298,156.298,86509,11.03856907,,,
Elephant Moraine 92006,9408,-76.04972,156.45457,86509,30.50978165,,,
Elephant Moraine 92007,9409,-76.01942,155.98163,86509,11.96682528,,,
Elephant Moraine 92008,9410,-76.04154,156.27207,86509,16.66312752,,,
Elephant Moraine 92009,9411,-76.01942,155.98152,86509,25.15871052,,,
Elephant Moraine 92010,9412,-76.0194,155.97922,86509,23.50604839,,,
Elephant Moraine 92011,9413,-76.02796,156.03839,86509,24.82908775,,,
Elephant Moraine 92012,9414,-76.0819,156.02116,86509,26.27944836,,,
Elephant Moraine 92013,9415,-76.01854,155.87893,86509,21.25428281,,,
Elephant Moraine 92014,9416,-76.05208,156.02921,86509,24.43062638,,,
Elephant Moraine 92015,9417,-76.05005,156.0315,86509,20.32784773,,,
Elephant Moraine 92016,9418,-76.08199,156.0206,86509,12.01116522,,,
Elephant Moraine 92017,9419,-76.08189,156.02026,86509,27.05681346,,,
Elephant Moraine 92018,9420,-76.08186,156.02074,86509,23.95682543,,,
Elephant Moraine 92019,9421,-76.03863,156.07439,86509,27.55907586,,,
Elephant Moraine 92020,9422,-76.04907,156.03402,86509,21.82362188,,,
Elephant Moraine 92021,9423,-76.08193,156.02126,86509,25.98241612,,,
Elephant Moraine 92022,9424,-76.02456,156.01923,86509,10.03817952,,,
Elephant Moraine 92023,9425,-76.04656,156.44532,86509,18.46537742,,,
Elephant Moraine 92024,9426,-76.08257,156.01928,86509,29.34510259,,,
Elephant Moraine 92025,9427,-76.05229,156.26121,86509,15.20715345,,,
Elephant Moraine 92026,9428,-76.05212,156.26191,86509,20.82754282,,,
Elephant Moraine 92027,9429,-76.05218,156.26143,86509,14.30807168,,,
Elephant Moraine 92028,9430,-76.01183,155.80682,86509,16.99826727,,,
Elephant Moraine 92029,9431,-76.05086,156.00568,86509,11.17806829,,,
Elephant Moraine 92030,9432,-76.07441,155.92739,86509,30.3731101,,,
Elephant Moraine 92031,9433,-76.02319,155.8876,86509,29.31750115,,,
Elephant Moraine 92032,9434,-76.04065,156.10743,86509,21.28242941,,,
Elephant Moraine 92033,9435,-76.03088,156.00672,86509,27.26241438,,,
Elephant Moraine 92034,9436,-76.04015,156.12512,86509,21.40098374,,,
Elephant Moraine 92035,9437,-76.01907,155.70093,86509,25.97679911,,,
Elephant Moraine 92036,9438,-76.03508,155.84404,86509,22.7907261,,,
Elephant Moraine 92037,9439,-76.01488,155.73612,86509,26.77769159,,,
Elephant Moraine 92038,9440,-76.03705,156.12958,86509,24.34340419,,,
Elephant Moraine 92039,9441,-85.63333,157.16667,86509,11.47889462,,,
Elephant Moraine 92040,9442,-76.04524,156.26793,86509,11.7190347,,,
Elephant Moraine 92041,9443,-76.02506,155.91241,86509,30.47948233,,,
Elephant Moraine 92042,9444,-76.0652,156.00931,86509,16.37292362,,,
Elephant Moraine 92043,9445,-76.05511,156.03014,86509,28.54185589,,,
Elephant Moraine 92044,9446,-76.05565,156.27849,86509,13.58519817,,,
Elephant Moraine 92045,9447,-75.99244,155.57338,86509,14.04890087,,,
Elephant Moraine 92046,9448,-76.09729,156.23008,86509,12.63737862,,,
Elephant Moraine 92047,9449,-76.04682,155.97254,86509,15.59140742,,,
Elephant Moraine 92048,9450,-76.02643,155.90985,86509,25.70025605,,,
Elephant Moraine 92049,9451,-76.03863,155.90865,86509,16.98400906,,,
Elephant Moraine 92050,9452,-76.04583,156.19073,86509,19.26847071,,,
Elephant Moraine 92051,9453,-76.02936,155.99999,86509,11.53639173,,,
Elephant Moraine 92052,9454,-76.05451,156.01421,86509,27.46593869,,,
Elephant Moraine 92053,9455,-76.01319,155.65975,86509,30.44257515,,,
Elephant Moraine 92054,9456,-76.07368,156.09365,86509,11.66212939,,,
Elephant Moraine 92055,9457,-76.02017,155.99339,86509,14.12652871,,,
Elephant Moraine 92056,9458,-76.05257,156.05525,86509,18.48944267,,,
Elephant Moraine 92057,9459,-76.05532,156.03296,86509,17.56791224,,,
Elephant Moraine 92058,9460,-76.05727,156.31412,86509,11.36042519,,,
Elephant Moraine 92059,9461,-76.0233,155.72747,86509,21.46490241,,,
Elephant Moraine 92060,9462,-76.05945,155.8646,86509,10.05691906,,,
Elephant Moraine 92061,9463,-76.04893,156.42579,86509,18.32821852,,,
Elephant Moraine 92062,9464,-76.06623,156.00851,86509,13.9419995,,,
Elephant Moraine 92063,9465,-76.03049,155.79297,86509,22.02774003,,,
Elephant Moraine 92064,9466,-76.05506,156.30897,86509,18.04380438,,,
Elephant Moraine 92065,9467,-76.03829,156.02557,86509,24.60226547,,,
Elephant Moraine 92066,9468,-76.03686,156.20215,86509,14.71002917,,,
Elephant Moraine 92067,9469,-76.08372,155.98715,86509,21.86604036,,,
Elephant Moraine 92068,9470,-76.10634,155.98465,86509,18.61125576,,,
Elephant Moraine 92069,9471,-76.06921,156.17207,86509,10.76436274,,,
Elephant Moraine 92070,9472,-76.05977,156.01113,86509,20.40905979,,,
Elephant Moraine 92071,9473,-76.09148,155.99633,86509,20.15367958,,,
Elephant Moraine 92072,9474,-76.05045,156.21656,86509,24.88404204,,,
Elephant Moraine 92073,9475,-76.09741,155.99468,86509,14.19607538,,,
Elephant Moraine 92074,9476,-76.05375,156.2343,86509,19.31555143,,,
Elephant Moraine 92075,9477,-76.0539,156.34312,86509,26.85566159,,,
Elephant Moraine 92076,9478,-76.03863,156.24095,86509,22.43462225,,,
Elephant Moraine 92077,9479,-76.03095,156.03015,86509,14.90651376,,,
Elephant Moraine 92078,9480,-76.10147,156.25052,86509,30.14232217,,,
Elephant Moraine 92079,9481,-76.0596,156.04847,86509,30.38614414,,,
Elephant Moraine 92080,9482,-76.03839,156.12372,86509,29.40431182,,,
Elephant Moraine 92081,9483,-76.11219,156.02592,86509,23.28260652,,,
Elephant Moraine 92082,9484,-76.04127,156.09182,86509,29.64939607,,,
Elephant Moraine 92083,9485,-76.09364,156.16849,86509,13.98129851,,,
Elephant Moraine 92084,9486,-76.04222,156.12818,86509,25.24621967,,,
Elephant Moraine 92085,9487,-76.04038,156.15423,86509,19.69907318,,,
Elephant Moraine 92086,9488,-76.04295,156.11392,86509,30.40412742,,,
Elephant Moraine 92087,9489,-76.03115,156.03118,86509,26.65201206,,,
Elephant Moraine 92088,9490,-76.04583,156.45769,86509,12.97706131,,,
Elephant Moraine 92089,9491,-76.07348,156.06875,86509,19.73390718,,,
Elephant Moraine 92090,9492,-76.10605,155.99312,86509,20.88344418,,,
Elephant Moraine 92091,9493,-76.08364,156.23183,86509,28.41801704,,,
Elephant Moraine 92092,9494,-76.06445,156.02009,86509,14.16247774,,,
Elephant Moraine 92093,9495,-76.0184,155.87737,86509,12.35377575,,,
Elephant Moraine 92094,9496,-76.04799,156.09201,86509,30.38159656,,,
Elephant Moraine 92095,9497,-76.04439,156.32457,86509,24.18123211,,,
Elephant Moraine 92096,9498,-76.03307,156.19815,86509,20.86737316,,,
Elephant Moraine 92097,9499,-76.03396,156.14349,86509,11.76921414,,,
Elephant Moraine 92098,9500,-76.0381,156.1155,86509,23.46451585,,,
Elephant Moraine 92099,9501,-76.01494,155.84738,86509,20.91904492,,,
Elephant Moraine 92100,9502,-76.04157,156.3003,86509,28.37918469,,,
Elephant Moraine 92101,9503,-76.07937,156.05797,86509,25.98093025,,,
Elephant Moraine 92102,9504,-76.04775,156.18965,86509,27.87881981,,,
Elephant Moraine 92103,9505,-76.03701,156.12981,86509,14.82119185,,,
Elephant Moraine 92104,9506,-76.04946,156.18946,86509,27.09106473,,,
Elephant Moraine 92105,9507,-76.06641,156.01349,86509,24.58937917,,,
Elephant Moraine 92106,9508,-76.07912,156.05916,86509,24.53756164,,,
Elephant Moraine 92107,9509,-76.04206,156.06589,86509,11.7436181,,,
Elephant Moraine 92108,9510,-76.03725,156.12381,86509,14.91834547,,,
Elephant Moraine 92109,9511,-76.03368,156.18817,86509,16.41688633,,,
Elephant Moraine 92110,9512,-76.06102,156.08084,86509,15.57868823,,,
Elephant Moraine 92111,9513,-76.04364,156.13081,86509,30.60084474,,,
Elephant Moraine 92112,9514,-76.03951,156.07932,86509,17.74046761,,,
Elephant Moraine 92113,9515,-76.05238,156.16419,86509,11.72890907,,,
Elephant Moraine 92114,9516,-76.07056,156.0177,86509,18.79116808,,,
Elephant Moraine 92115,9517,-76.05721,156.33781,86509,12.73623389,,,
Elephant Moraine 92116,9518,-76.11494,156.02434,86509,30.44174315,,,
Elephant Moraine 92117,9519,-76.05608,156.2619,86509,10.94148352,,,
Elephant Moraine 92118,9520,-76.04175,156.29929,86509,25.60392463,,,
Elephant Moraine 92119,9521,-76.099,156.17471,86509,13.24831396,,,
Elephant Moraine 92120,9522,-76.10669,155.99759,86509,10.62739208,,,
Elephant Moraine 92121,9523,-76.04884,156.42619,86509,17.69127183,,,
Elephant Moraine 92122,9524,-76.05125,156.42403,86509,12.63312175,,,
Elephant Moraine 92123,9525,-76.05117,156.44728,86509,30.48348591,,,
Elephant Moraine 92124,9526,-76.04886,156.3571,86509,14.13918117,,,
Elephant Moraine 92125,9527,-76.04164,156.27296,86509,15.97617127,,,
Elephant Moraine 92126,9528,-76.04911,156.33523,86509,10.72460892,,,
Elephant Moraine 92127,9529,-76.08197,156.02168,86509,28.876722,,,
Elephant Moraine 92128,9530,-76.04586,156.32651,86509,23.01692757,,,
Elephant Moraine 92129,9531,-76.05402,156.34214,86509,24.7988914,,,
Elephant Moraine 92130,9532,-76.06999,155.87635,86509,26.72364272,,,
Elephant Moraine 92131,9533,-76.03271,156.01635,86509,17.48463204,,,
Elephant Moraine 92132,9534,-76.02328,155.96946,86509,15.98478486,,,
Elephant Moraine 92133,9535,-76.01575,155.85543,86509,27.24469366,,,
Elephant Moraine 92134,9536,-76.04838,155.85669,86509,19.33294104,,,
Elephant Moraine 92135,9537,-76.04253,155.89742,86509,11.32677834,,,
Elephant Moraine 92136,9538,-76.02664,156.02542,86509,17.08973573,,,
Elephant Moraine 92137,9539,-76.01838,155.87604,86509,13.22246304,,,
Elephant Moraine 92138,9540,-76.01335,155.82959,86509,12.02339296,,,
Elephant Moraine 92139,9541,-76.01179,155.81476,86509,15.95581062,,,
Elephant Moraine 92140,9542,-76.03058,155.91015,86509,23.99513454,,,
Elephant Moraine 92141,9543,-76.01302,155.70581,86509,10.90825002,,,
Elephant Moraine 92142,9544,-76.01939,155.9807,86509,21.63573565,,,
Elephant Moraine 92143,9545,-76.04508,156.03077,86509,26.48589145,,,
Elephant Moraine 92144,9546,-76.04765,156.02544,86509,12.53374665,,,
Elephant Moraine 92145,9547,-76.03859,156.05463,86509,25.28090597,,,
Elephant Moraine 92146,9548,-76.02254,156.02779,86509,27.04413206,,,
Elephant Moraine 92147,9549,-76.02632,156.04138,86509,27.82439559,,,
Elephant Moraine 92149,9550,-76.03062,156.03564,86509,30.06471199,,,
Elephant Moraine 92150,9551,-76.03351,156.02232,86509,19.79144042,,,
Elephant Moraine 92151,9552,-76.04097,156.30162,86509,28.37880395,,,
Elephant Moraine 92152,9553,-76.03595,155.9513,86509,27.61477767,,,
Elephant Moraine 92153,9554,-76.02051,155.73676,86509,22.32167663,,,
Elephant Moraine 92154,9555,-76.04025,155.87049,86509,13.82523396,,,
Elephant Moraine 92155,9556,-76.01364,155.7597,86509,20.6824719,,,
Elephant Moraine 92156,9557,-76.01295,155.83949,86509,30.34649847,,,
Elephant Moraine 92157,9558,-76.01486,155.85108,86509,11.10314964,,,
Elephant Moraine 92158,9559,-76.02138,155.99401,86509,10.13739905,,,
Elephant Moraine 92159,9560,-76.05059,155.99666,86509,18.26385631,,,
Elephant Moraine 92160,9561,-76.06436,155.96937,86509,20.84673214,,,
Elephant Moraine 92161,9562,-76.03991,156.01165,86509,29.80452277,,,
Elephant Moraine 92162,9563,-76.05237,156.01825,86509,24.33523794,,,
Elephant Moraine 92163,9564,-76.02859,156.04526,86509,21.39607072,,,
Elephant Moraine 92164,9565,-76.04354,156.00941,86509,29.93536058,,,
Elephant Moraine 92165,9566,-76.04861,156.02614,86509,16.32515873,,,
Elephant Moraine 92166,9567,-76.03313,156.03233,86509,24.6755332,,,
Elephant Moraine 92167,9568,-76.04213,156.04118,86509,11.85292169,,,
Elephant Moraine 92168,9569,-76.0467,156.02325,86509,22.24957462,,,
Elephant Moraine 92169,9570,-76.06034,156.00718,86509,19.81811252,,,
Elephant Moraine 92170,9571,-76.0223,156.0275,86509,30.02341473,,,
Elephant Moraine 92171,9572,-76.03404,156.03093,86509,13.92028505,,,
Elephant Moraine 92172,9573,-76.04507,156.05937,86509,17.72459918,,,
Elephant Moraine 92173,9574,-76.03811,156.02096,86509,21.21866519,,,
Elephant Moraine 92174,9575,-76.06201,156.01401,86509,14.78508232,,,
Elephant Moraine 92175,9576,-76.03542,156.02306,86509,12.51942832,,,
Elephant Moraine 92176,9577,-76.05332,156.00752,86509,24.61947444,,,
Elephant Moraine 92177,9578,-76.04561,156.0322,86509,11.28250933,,,
Elephant Moraine 92178,9579,-76.05342,156.00834,86509,27.26231048,,,
Elephant Moraine 92179,9580,-76.06636,155.99522,86509,24.55645086,,,
Elephant Moraine 92180,9581,-76.02244,156.02742,86509,30.67575513,,,
Elephant Moraine 92181,9582,-76.05605,156.03324,86509,28.59379934,,,
Elephant Moraine 92182,9583,-76.02375,155.96475,86509,11.85818541,,,
Elephant Moraine 92183,9584,-76.04009,156.04951,86509,29.39603532,,,
Elephant Moraine 92184,9585,-76.02624,156.04321,86509,18.05314448,,,
Elephant Moraine 92185,9586,-76.04512,156.02739,86509,11.34736731,,,
Elephant Moraine 92186,9587,-76.18333,157.16667,86509,29.34641868,,,
Elephant Moraine 92187,9588,-76.05777,155.95762,86509,20.26265407,,,
Elephant Moraine 92188,9589,-85.63333,157.16667,86509,12.00876145,,,
Elephant Moraine 92189,9590,-76.04261,156.01511,86509,12.64584501,,,
Elephant Moraine 92190,9591,-76.05754,155.9982,86509,26.55451551,,,
Elephant Moraine 92191,9592,-76.05668,155.97864,86509,11.05031262,,,
Elephant Moraine 92192,9593,-76.02154,156.03199,86509,28.50790915,,,
Elephant Moraine 92193,9594,-76.04222,155.94038,86509,27.54866816,,,
Elephant Moraine 96001,9595,-76.18333,157.16667,86509,29.16254763,,,
Elephant Moraine 96002,9596,-76.18333,157.16667,86509,30.80781985,,,
Elephant Moraine 96003,9597,-76.18333,157.16667,86509,17.6727236,,,
Elephant Moraine 96004,9598,-76.18333,157.16667,86509,30.80993779,,,
Elephant Moraine 96005,9599,-76.18333,157.16667,86509,15.03835715,,,
Elephant Moraine 96006,9600,-76.18333,157.16667,86509,16.76151074,,,
Elephant Moraine 96007,9601,-76.18333,157.16667,86509,29.27515351,,,
Elephant Moraine 96008,9602,-76.18333,157.16667,86509,11.77826071,,,
Elephant Moraine 96009,9603,-76.18333,157.16667,86509,27.06361942,,,
Elephant Moraine 96010,9604,-76.18333,157.16667,86509,28.13304861,,,
Elephant Moraine 96011,9605,-76.18333,157.16667,86509,30.0988735,,,
Elephant Moraine 96012,9606,-76.18333,157.16667,86509,23.03501701,,,
Elephant Moraine 96013,9607,-76.18333,157.16667,86509,15.81391492,,,
Elephant Moraine 96014,9608,-76.18333,157.16667,86509,16.45633185,,,
Elephant Moraine 96015,9609,-76.18333,157.16667,86509,10.23039949,,,
Elephant Moraine 96016,9610,-76.18333,157.16667,86509,29.38673342,,,
Elephant Moraine 96017,9611,-76.18333,157.16667,86509,27.05302286,,,
Elephant Moraine 96018,9612,-76.18333,157.16667,86509,13.76200227,,,
Elephant Moraine 96019,9613,-76.18333,157.16667,86509,24.48680798,,,
Elephant Moraine 96020,9614,-76.18333,157.16667,86509,30.61300382,,,
Elephant Moraine 96021,9615,-76.18333,157.16667,86509,20.20434223,,,
Elephant Moraine 96022,9616,-76.18333,157.16667,86509,15.61356561,,,
Elephant Moraine 96023,9617,-76.18333,157.16667,86509,26.73674614,,,
Elephant Moraine 96024,9618,-76.18333,157.16667,86509,17.48663377,,,
Elephant Moraine 96025,9619,-76.18333,157.16667,86509,10.09212534,,,
Elephant Moraine 96026,9620,-76.18333,157.16667,86509,13.11971657,,,
Elephant Moraine 96027,9621,-76.18333,157.16667,86509,12.78778664,,,
Elephant Moraine 96028,9622,-76.18333,157.16667,86509,24.9651568,,,
Elephant Moraine 96029,9623,-76.18333,157.16667,86509,20.17486369,,,
Elephant Moraine 96030,9624,-76.18333,157.16667,86509,17.68884878,,,
Elephant Moraine 96031,9625,-76.18333,157.16667,86509,26.74475828,,,
Elephant Moraine 96032,9626,-76.18333,157.16667,86509,28.55566443,,,
Elephant Moraine 96033,9627,-76.18333,157.16667,86509,16.0810681,,,
Elephant Moraine 96034,9628,-76.18333,157.16667,86509,30.90286227,,,
Elephant Moraine 96035,9629,-76.18333,157.16667,86509,16.80057169,,,
Elephant Moraine 96036,9630,-76.18333,157.16667,86509,28.62398068,,,
Elephant Moraine 96037,9631,-76.18333,157.16667,86509,19.50976546,,,
Elephant Moraine 96038,9632,-76.18333,157.16667,86509,19.48558496,,,
Elephant Moraine 96039,9633,-76.18333,157.16667,86509,17.3232671,,,
Elephant Moraine 96040,9634,-76.18333,157.16667,86509,21.95945286,,,
Elephant Moraine 96041,9635,-76.18333,157.16667,86509,25.23157569,,,
Elephant Moraine 96042,9636,-76.18333,157.16667,86509,17.57691951,,,
Elephant Moraine 96043,9637,-76.18333,157.16667,86509,26.80367908,,,
Elephant Moraine 96044,9638,-76.18333,157.16667,86509,27.58838828,,,
Elephant Moraine 96045,9639,-76.18333,157.16667,86509,18.56625359,,,
Elephant Moraine 96046,9640,-76.18333,157.16667,86509,30.54863017,,,
Elephant Moraine 96047,9641,-76.18333,157.16667,86509,23.71233112,,,
Elephant Moraine 96048,9642,-76.18333,157.16667,86509,15.99479268,,,
Elephant Moraine 96049,9643,-76.18333,157.16667,86509,16.21883695,,,
Elephant Moraine 96050,9644,-76.18333,157.16667,86509,12.01657624,,,
Elephant Moraine 96051,9645,-76.18333,157.16667,86509,16.38196653,,,
Elephant Moraine 96052,9646,-76.18333,157.16667,86509,11.17785045,,,
Elephant Moraine 96053,9647,-76.18333,157.16667,86509,27.83034906,,,
Elephant Moraine 96054,9648,-76.18333,157.16667,86509,10.2769794,,,
Elephant Moraine 96055,9649,-76.18333,157.16667,86509,14.58921557,,,
Elephant Moraine 96056,9650,-76.18333,157.16667,86509,13.87072772,,,
Elephant Moraine 96057,9651,-76.18333,157.16667,86509,22.43887466,,,
Elephant Moraine 96058,9652,-76.18333,157.16667,86509,21.92914277,,,
Elephant Moraine 96059,9653,-76.18333,157.16667,86509,11.94304963,,,
Elephant Moraine 96060,9654,-76.18333,157.16667,86509,17.67941338,,,
Elephant Moraine 96061,9655,-76.18333,157.16667,86509,19.25211476,,,
Elephant Moraine 96062,9656,-76.18333,157.16667,86509,17.99523347,,,
Elephant Moraine 96063,9657,-76.18333,157.16667,86509,14.2807198,,,
Elephant Moraine 96064,9658,-76.18333,157.16667,86509,30.25238532,,,
Elephant Moraine 96065,9659,-76.18333,157.16667,86509,10.94880934,,,
Elephant Moraine 96066,9660,-76.18333,157.16667,86509,17.96841877,,,
Elephant Moraine 96067,9661,-76.18333,157.16667,86509,11.76522933,,,
Elephant Moraine 96068,9662,-76.18333,157.16667,86509,16.77317905,,,
Elephant Moraine 96069,9663,-76.18333,157.16667,86509,14.17465809,,,
Elephant Moraine 96070,9664,-76.18333,157.16667,86509,24.95516712,,,
Elephant Moraine 96071,9665,-76.18333,157.16667,86509,17.25131183,,,
Elephant Moraine 96072,9666,-76.18333,157.16667,86509,24.16685242,,,
Elephant Moraine 96073,9667,-76.18333,157.16667,86509,13.53407792,,,
Elephant Moraine 96074,9668,-76.18333,157.16667,86509,15.79354376,,,
Elephant Moraine 96075,9669,-76.18333,157.16667,86509,18.57683052,,,
Elephant Moraine 96076,9670,-76.18333,157.16667,86509,20.69162936,,,
Elephant Moraine 96077,9671,-76.18333,157.16667,86509,29.75868846,,,
Elephant Moraine 96078,9672,-76.18333,157.16667,86509,15.65719839,,,
Elephant Moraine 96079,9673,-76.18333,157.16667,86509,24.06261804,,,
Elephant Moraine 96080,9674,-76.18333,157.16667,86509,11.29747138,,,
Elephant Moraine 96081,9675,-76.18333,157.16667,86509,21.67250723,,,
Elephant Moraine 96082,9676,-76.18333,157.16667,86509,12.09047634,,,
Elephant Moraine 96083,9677,-76.18333,157.16667,86509,18.76326841,,,
Elephant Moraine 96084,9678,-76.18333,157.16667,86509,16.33513547,,,
Elephant Moraine 96085,9679,-76.18333,157.16667,86509,18.71098536,,,
Elephant Moraine 96086,9680,-76.18333,157.16667,86509,12.61092801,,,
Elephant Moraine 96087,9681,-76.18333,157.16667,86509,11.51159597,,,
Elephant Moraine 96088,9682,-76.18333,157.16667,86509,23.07924024,,,
Elephant Moraine 96089,9683,-76.18333,157.16667,86509,13.46768622,,,
Elephant Moraine 96090,9684,-76.18333,157.16667,86509,27.66409482,,,
Elephant Moraine 96091,9685,-76.18333,157.16667,86509,20.876143,,,
Elephant Moraine 96092,9686,-76.18333,157.16667,86509,22.92243454,,,
Elephant Moraine 96093,9687,-76.18333,157.16667,86509,13.414948,,,
Elephant Moraine 96094,9688,-76.18333,157.16667,86509,21.91264585,,,
Elephant Moraine 96095,9689,-76.18333,157.16667,86509,15.31425474,,,
Elephant Moraine 96096,9690,-76.18333,157.16667,86509,28.90565135,,,
Elephant Moraine 96097,9691,-76.18333,157.16667,86509,23.9032314,,,
Elephant Moraine 96098,9692,-76.18333,157.16667,86509,11.1333627,,,
Elephant Moraine 96099,9693,-76.18333,157.16667,86509,24.36272422,,,
Elephant Moraine 96100,9694,-76.18333,157.16667,86509,10.23079035,,,
Elephant Moraine 96101,9695,-76.18333,157.16667,86509,23.65241976,,,
Elephant Moraine 96102,9696,-76.18333,157.16667,86509,26.69271771,,,
Elephant Moraine 96103,9697,-76.18333,157.16667,86509,27.81393103,,,
Elephant Moraine 96104,9698,-76.18333,157.16667,86509,29.49643032,,,
Elephant Moraine 96105,9699,-76.18333,157.16667,86509,20.41752377,,,
Elephant Moraine 96106,9700,-76.18333,157.16667,86509,10.3948148,,,
Elephant Moraine 96107,9701,-76.18333,157.16667,86509,21.84328319,,,
Elephant Moraine 96108,9702,-76.18333,157.16667,86509,15.58012556,,,
Elephant Moraine 96109,9703,-76.18333,157.16667,86509,26.56684815,,,
Elephant Moraine 96110,9704,-76.18333,157.16667,86509,24.03232917,,,
Elephant Moraine 96111,9705,-76.18333,157.16667,86509,15.04800327,,,
Elephant Moraine 96112,9706,-76.18333,157.16667,86509,10.09438619,,,
Elephant Moraine 96113,9707,-76.18333,157.16667,86509,25.54643961,,,
Elephant Moraine 96114,9708,-76.18333,157.16667,86509,29.06878717,,,
Elephant Moraine 96115,9709,-76.18333,157.16667,86509,21.84999363,,,
Elephant Moraine 96116,9710,-76.18333,157.16667,86509,28.05053127,,,
Elephant Moraine 96117,9711,-76.18333,157.16667,86509,30.8813751,,,
Elephant Moraine 96118,9712,-76.18333,157.16667,86509,29.71254372,,,
Elephant Moraine 96120,9713,-76.18333,157.16667,86509,23.73467294,,,
Elephant Moraine 96122,9714,-76.18333,157.16667,86509,19.41003264,,,
Elephant Moraine 96123,9715,-76.18333,157.16667,86509,16.44806208,,,
Elephant Moraine 96124,9716,-76.18333,157.16667,86509,12.20895564,,,
Elephant Moraine 96125,9717,-76.18333,157.16667,86509,11.98803678,,,
Elephant Moraine 96126,9718,-76.18333,157.16667,86509,14.8929256,,,
Elephant Moraine 96127,9719,-76.18333,157.16667,86509,30.79956941,,,
Elephant Moraine 96128,9720,-76.18333,157.16667,86509,28.40519597,,,
Elephant Moraine 96129,9721,-76.18333,157.16667,86509,12.13928976,,,
Elephant Moraine 96130,9722,-76.18333,157.16667,86509,25.7214263,,,
Elephant Moraine 96131,9723,-76.18333,157.16667,86509,26.97908829,,,
Elephant Moraine 96132,9724,-76.18333,157.16667,86509,12.55256474,,,
Elephant Moraine 96133,9725,-76.18333,157.16667,86509,10.09095617,,,
Elephant Moraine 96134,9726,-76.18333,157.16667,86509,23.85697384,,,
Elephant Moraine 96135,9727,-76.18333,157.16667,86509,13.1728995,,,
Elephant Moraine 96136,9728,-76.18333,157.16667,86509,30.27384713,,,
Elephant Moraine 96137,9729,-76.18333,157.16667,86509,13.87961197,,,
Elephant Moraine 96138,9730,-76.18333,157.16667,86509,30.04615163,,,
Elephant Moraine 96139,9731,-76.18333,157.16667,86509,27.91742669,,,
Elephant Moraine 96140,9732,-76.18333,157.16667,86509,12.7391169,,,
